Year Month Tmax Tmin PAR Prec CO2 O3
2057 6 21.9 8.2 442.38 99.6 410.88 0
2057 7 24.5 12.8 532.67 165.9 408.9 0
2057 8 20.6 10.4 464.98 111.5 407.1 0
2057 9 17.2 5.1 341.08 69.3 405.59 0
2057 10 10.4 0.2 216.8 77.2 405.99 0
2057 11 3.7 -6.7 110.81 126 408.12 0
2057 12 -3.6 -13.2 96.6 118.4 409.23 0
2058 1 -6.5 -17.2 136.98 70 408.05 0
2058 2 -4.5 -16.7 190.02 48.6 408.34 0
2058 3 -0.4 -11.6 360.2 72.5 409.25 0
2058 4 9.5 -0.6 331.73 46.3 410.3 0
2058 5 19.6 5.5 514.53 61.9 411.3 0
2058 6 23.8 11.7 432.55 45.2 410.88 0
2058 7 23.4 11.7 438.73 144.9 408.9 0
2058 8 22.8 12.8 451.94 92 407.1 0
2058 9 19.7 9 265.81 114.8 405.59 0
2058 10 10.2 1.2 187.44 84.4 405.99 0
2058 11 4.3 -2.6 107.11 93 408.12 0
2058 12 -1.1 -8.8 71.09 29 409.23 0
2059 1 -6.3 -18.3 151.16 118.1 408.05 0
2059 2 -5.8 -18.1 200.96 64.8 408.34 0
2059 3 -1.3 -11 378.35 156 409.25 0
2059 4 6.8 -1.8 323.69 141.5 410.3 0
2059 5 12.8 3.6 444.37 175.8 411.3 0
2059 6 22.4 11.1 478.26 102.1 410.88 0
2059 7 24.1 13.4 542.69 124 408.9 0
2059 8 23.9 11.2 447.01 60.7 407.1 0
2059 9 16.9 6 416.57 96.5 405.59 0
2059 10 8.7 -0.7 170.6 80.5 405.99 0
2059 11 2.6 -5 86.03 100.3 408.12 0
2059 12 -2.1 -10.8 97.41 125.2 409.23 0
2060 1 -5.6 -12.9 125.13 150.8 408.05 0
2060 2 -10.1 -19.3 188.21 40.1 408.34 0
2060 3 5.9 -3 281.74 72.3 409.25 0
2060 4 11.8 2.3 428.12 77.5 410.3 0
2060 5 19.4 9.1 487.69 96.1 411.3 0
2060 6 24.2 13 442.38 42.9 410.88 0
2060 7 27.9 16.4 532.67 55.2 408.9 0
2060 8 23 13.5 464.98 134.7 407.1 0
2060 9 19.5 9 341.08 132.1 405.59 0
2060 10 11.9 4.4 216.8 70.3 405.99 0
2060 11 7.5 -0.3 110.81 107.4 408.12 0
2060 12 -1.1 -9.9 96.6 89.5 409.23 0
2061 1 -5.2 -14.7 145.59 29.2 408.05 0
2061 2 -5.7 -17.1 178 17.9 408.34 0
2061 3 1.9 -10.7 328.23 44.9 409.25 0
2061 4 11.4 0.2 388.12 91.1 410.3 0
2061 5 19.4 4.2 445.87 67.1 411.3 0
2061 6 21.2 8.9 498.62 67.7 410.88 0
2061 7 24.1 12.3 420.71 114 408.9 0
2061 8 24.5 11.9 444.53 96.1 407.1 0
2061 9 17 4.9 349.94 157.4 405.59 0
2061 10 9.8 -1 174.43 92.2 405.99 0
2061 11 2.4 -5.5 130.18 86.9 408.12 0
2061 12 -7.8 -20 98.89 80 409.23 0
2062 1 -6.4 -17.3 145.56 74.9 408.05 0
2062 2 -6.5 -17.6 221.06 56.9 408.34 0
2062 3 3.5 -7.3 367.13 61 409.25 0
2062 4 8.8 -1 398.66 124 410.3 0
2062 5 18.2 6.3 487.22 56.6 411.3 0
2062 6 23.8 10.8 392.4 97.5 410.88 0
2062 7 23.1 10.9 497.05 88.9 408.9 0
2062 8 24 13 437.54 83.8 407.1 0
2062 9 17.8 7.6 345.15 99.6 405.59 0
2062 10 11.3 2.9 221.82 185.4 405.99 0
2062 11 3.1 -4.7 130.1 57.2 408.12 0
2062 12 -1.7 -13.1 67.1 101.3 409.23 0
2063 1 -5.8 -15.4 133.33 95.5 408.05 0
2063 2 -3.4 -14 204.83 64.5 408.34 0
2063 3 2.6 -5 340.61 78.5 409.25 0
2063 4 10.6 -0.6 364.13 16.8 410.3 0
2063 5 16.7 5 461.32 52.1 411.3 0
2063 6 23.9 12.3 488.15 89.7 410.88 0
2063 7 25.8 13.9 486.04 73.4 408.9 0
2063 8 23.9 13.4 451.2 69.9 407.1 0
2063 9 18.4 7.1 321.6 80 405.59 0
2063 10 13.1 3.8 186.11 52.3 405.99 0
2063 11 7.8 0.1 125.53 87.6 408.12 0
2063 12 -2.2 -9.9 99.29 129.8 409.23 0
2064 1 -10.1 -24.2 145.56 24.2 408.05 0
2064 2 2.2 -8.7 221.06 91.2 408.34 0
2064 3 1.6 -7.5 367.13 78 409.25 0
2064 4 11.1 -0.8 398.66 101.5 410.3 0
2064 5 18.4 5.2 487.22 89.1 411.3 0
2064 6 22.4 9.7 392.4 172.8 410.88 0
2064 7 24.6 12.4 497.05 112.1 408.9 0
2064 8 22.6 11.2 437.54 227.7 407.1 0
2064 9 17 7.4 345.15 137.9 405.59 0
2064 10 10 0 221.82 136.6 405.99 0
2064 11 3.2 -3.7 130.1 52.4 408.12 0
2064 12 -2.3 -9.3 67.1 74.6 409.23 0
2065 1 -8.3 -21 126.11 28.6 408.05 0
2065 2 -0.3 -10.1 203.43 55.8 408.34 0
2065 3 -2.8 -14 334.9 13.8 409.25 0
2065 4 10.6 -1.4 439.63 83.2 410.3 0
2065 5 15.1 4.3 514.57 112 411.3 0
2065 6 23 9.5 447.16 72.1 410.88 0
2065 7 24.7 13.2 469.89 186.7 408.9 0
2065 8 25.3 13.9 434.45 91.3 407.1 0
2065 9 17 4.6 311.62 74.7 405.59 0
2065 10 13.1 0.9 205.57 49.2 405.99 0
2065 11 5.1 -4.5 109.16 118.6 408.12 0
2065 12 -1.3 -12 95.19 92.6 409.23 0
2066 1 -8.8 -20.9 126.38 46 408.05 0
2066 2 -2.9 -15.7 204.7 42.2 408.34 0
2066 3 1.8 -9.7 299.46 77.2 409.25 0
2066 4 8.6 0.9 363.04 132.6 410.3 0
2066 5 16.9 5.6 449.87 66 411.3 0
2066 6 22.7 10.9 518.89 93.5 410.88 0
2066 7 24.9 14.8 570.51 135.1 408.9 0
2066 8 24.4 14.1 443.61 127.3 407.1 0
2066 9 23.1 12.1 318.57 77 405.59 0
2066 10 14.9 3.2 181.71 70.9 405.99 0
2066 11 5.9 -1.1 135.31 73.9 408.12 0
2066 12 -1.9 -8.7 86.11 72.6 409.23 0
2067 1 -1.7 -11.1 135.43 94 408.05 0
2067 2 -5.4 -17.1 205.53 81 408.34 0
2067 3 1.2 -10.1 354.39 71.2 409.25 0
2067 4 9.7 0 462.05 62.6 410.3 0
2067 5 16.7 3.5 491.23 66.8 411.3 0
2067 6 21.3 11.1 470.2 138.4 410.88 0
2067 7 24.7 13.5 502.88 79.6 408.9 0
2067 8 24.6 13.5 461.54 160 407.1 0
2067 9 17.8 7.4 336.56 106.8 405.59 0
2067 10 11.3 3.1 194.04 144.6 405.99 0
2067 11 3.7 -3.5 93.94 108.8 408.12 0
2067 12 -2.4 -12.2 94.17 123.4 409.23 0
2068 1 -5.8 -15.4 151.16 95.5 408.05 0
2068 2 -3.4 -14 200.96 64.5 408.34 0
2068 3 2.6 -5 378.35 78.5 409.25 0
2068 4 10.6 -0.6 323.69 16.8 410.3 0
2068 5 16.7 5 444.37 52.1 411.3 0
2068 6 23.9 12.3 478.26 89.7 410.88 0
2068 7 25.8 13.9 542.69 73.4 408.9 0
2068 8 23.9 13.4 447.01 69.9 407.1 0
2068 9 18.4 7.1 416.57 80 405.59 0
2068 10 13.1 3.8 170.6 52.3 405.99 0
2068 11 7.8 0.1 86.03 87.6 408.12 0
2068 12 -2.2 -9.9 97.41 129.8 409.23 0
2069 1 -6.4 -17.3 138.44 74.9 408.05 0
2069 2 -6.5 -17.6 219.22 56.9 408.34 0
2069 3 3.5 -7.3 319.19 61 409.25 0
2069 4 8.8 -1 362.99 124 410.3 0
2069 5 18.2 6.3 430.4 56.6 411.3 0
2069 6 23.8 10.8 458.2 97.5 410.88 0
2069 7 23.1 10.9 518.08 88.9 408.9 0
2069 8 24 13 395.15 83.8 407.1 0
2069 9 17.8 7.6 294.76 99.6 405.59 0
2069 10 11.3 2.9 202.35 185.4 405.99 0
2069 11 3.1 -4.7 96.37 57.2 408.12 0
2069 12 -1.7 -13.1 108.25 101.3 409.23 0
2070 1 -3.6 -12.6 151.16 60.7 408.05 0
2070 2 -8.9 -20.9 200.96 46.5 408.34 0
2070 3 -1.9 -13.1 378.35 7.1 409.25 0
2070 4 7.6 -3 323.69 50.8 410.3 0
2070 5 13.3 1.5 444.37 68.8 411.3 0
2070 6 24 11.6 478.26 82.8 410.88 0
2070 7 25.3 14.3 542.69 93 408.9 0
2070 8 22.9 12.9 447.01 103.4 407.1 0
2070 9 19.2 7.8 416.57 72.1 405.59 0
2070 10 11.7 2.9 170.6 127.8 405.99 0
2070 11 2.9 -5.1 86.03 82.8 408.12 0
2070 12 -2.8 -12 97.41 117.6 409.23 0
2071 1 -7.8 -16.7 139.6 143.4 408.05 0
2071 2 -6.7 -18.4 179.02 22.8 408.34 0
2071 3 -0.5 -10.7 322.46 70.5 409.25 0
2071 4 7.6 -2.4 402.29 62.3 410.3 0
2071 5 21.6 6.8 469.37 30.5 411.3 0
2071 6 23.1 11.7 438.98 73.2 410.88 0
2071 7 26.2 13.7 533.27 47.2 408.9 0
2071 8 24.1 12.3 432.1 134.9 407.1 0
2071 9 17.4 5 297.82 54.5 405.59 0
2071 10 11.8 2 213.98 85.5 405.99 0
2071 11 4.8 -7 118.96 91.3 408.12 0
2071 12 -3.9 -14.2 96.89 109.2 409.23 0
2072 1 -9.7 -17.4 110.19 75.1 408.05 0
2072 2 -4.8 -12.3 174.25 57.8 408.34 0
2072 3 5.3 -3.4 315.2 59.7 409.25 0
2072 4 10.3 -1.4 380.78 57.1 410.3 0
2072 5 19.6 6 418.14 41.4 411.3 0
2072 6 20.2 10.7 465.7 126.5 410.88 0
2072 7 23.7 13.2 523.52 56.8 408.9 0
2072 8 22.2 12.9 465.78 104.3 407.1 0
2072 9 16.3 8.2 353.39 155.9 405.59 0
2072 10 10.9 2.5 201.29 113.8 405.99 0
2072 11 6.1 -1.7 116.69 96.6 408.12 0
2072 12 -3.8 -11.6 89.61 74.2 409.23 0
2073 1 -6.3 -18.3 151.16 118.1 408.05 0
2073 2 -5.8 -18.1 200.96 64.8 408.34 0
2073 3 -1.3 -11 378.35 156 409.25 0
2073 4 6.8 -1.8 323.69 141.5 410.3 0
2073 5 12.8 3.6 444.37 175.8 411.3 0
2073 6 22.4 11.1 478.26 102.1 410.88 0
2073 7 24.1 13.4 542.69 124 408.9 0
2073 8 23.9 11.2 447.01 60.7 407.1 0
2073 9 16.9 6 416.57 96.5 405.59 0
2073 10 8.7 -0.7 170.6 80.5 405.99 0
2073 11 2.6 -5 86.03 100.3 408.12 0
2073 12 -2.1 -10.8 97.41 125.2 409.23 0
2074 1 -4.2 -12.9 125.13 48.8 408.05 0
2074 2 -2.8 -12.6 188.21 78.5 408.34 0
2074 3 2.7 -5.5 281.74 57.2 409.25 0
2074 4 9.2 0.5 428.12 134 410.3 0
2074 5 15.2 5.6 487.69 183.5 411.3 0
2074 6 24.8 11.5 442.38 36 410.88 0
2074 7 26.8 14.4 532.67 83.8 408.9 0
2074 8 25.9 13.4 464.98 83.6 407.1 0
2074 9 22.3 9.6 341.08 90.8 405.59 0
2074 10 12.7 2 216.8 91.8 405.99 0
2074 11 5 -1.8 110.81 209.7 408.12 0
2074 12 -4.3 -14 96.6 108.6 409.23 0
2075 1 -2.9 -15.8 133.33 57.8 408.05 0
2075 2 -5 -16.5 204.83 30 408.34 0
2075 3 0.1 -12.6 340.61 59.2 409.25 0
2075 4 9.8 -1.3 364.13 63.8 410.3 0
2075 5 20.4 7.9 461.32 89.4 411.3 0
2075 6 24.6 11.7 488.15 89.2 410.88 0
2075 7 28 13.1 486.04 33.6 408.9 0
2075 8 25.6 12.6 451.2 78 407.1 0
2075 9 21 9.2 321.6 87.6 405.59 0
2075 10 14 3.3 186.11 103.8 405.99 0
2075 11 3.4 -5.9 125.53 116.2 408.12 0
2075 12 -11.3 -24.9 99.29 39 409.23 0
2076 1 -7.8 -16.7 113.38 143.4 408.05 0
2076 2 -6.7 -18.4 188.01 22.8 408.34 0
2076 3 -0.5 -10.7 326.08 70.5 409.25 0
2076 4 7.6 -2.4 367.96 62.3 410.3 0
2076 5 21.6 6.8 500.2 30.5 411.3 0
2076 6 23.1 11.7 443.07 73.2 410.88 0
2076 7 26.2 13.7 508.13 47.2 408.9 0
2076 8 24.1 12.3 423.21 134.9 407.1 0
2076 9 17.4 5 257.58 54.5 405.59 0
2076 10 11.8 2 183.91 85.5 405.99 0
2076 11 4.8 -7 112.16 91.3 408.12 0
2076 12 -3.9 -14.2 84.83 109.2 409.23 0
2077 1 -5.8 -15.4 126.11 95.5 408.05 0
2077 2 -3.4 -14 203.43 64.5 408.34 0
2077 3 2.6 -5 334.9 78.5 409.25 0
2077 4 10.6 -0.6 439.63 16.8 410.3 0
2077 5 16.7 5 514.57 52.1 411.3 0
2077 6 23.9 12.3 447.16 89.7 410.88 0
2077 7 25.8 13.9 469.89 73.4 408.9 0
2077 8 23.9 13.4 434.45 69.9 407.1 0
2077 9 18.4 7.1 311.62 80 405.59 0
2077 10 13.1 3.8 205.57 52.3 405.99 0
2077 11 7.8 0.1 109.16 87.6 408.12 0
2077 12 -2.2 -9.9 95.19 129.8 409.23 0
2078 1 -10.6 -20.5 124.28 19.4 408.05 0
2078 2 -3.9 -13.8 182.24 62.4 408.34 0
2078 3 1.1 -8.2 342.3 90.2 409.25 0
2078 4 9.7 -1.3 430.22 58.2 410.3 0
2078 5 19 5.1 371.9 34.8 411.3 0
2078 6 21.1 10.3 550.92 104.4 410.88 0
2078 7 25.5 13.5 511.8 88.4 408.9 0
2078 8 24.4 11.9 434.96 36.6 407.1 0
2078 9 20.4 8.9 271.48 149.8 405.59 0
2078 10 12.7 2.9 238.92 89 405.99 0
2078 11 3.1 -4.8 116.58 93.3 408.12 0
2078 12 -4.7 -14.5 100.6 65.4 409.23 0
2079 1 -5.2 -16.7 130.01 52.5 408.05 0
2079 2 -5.1 -16.7 181.89 110 408.34 0
2079 3 -0.1 -11.2 323.34 36.5 409.25 0
2079 4 8.4 0.4 349.77 64.6 410.3 0
2079 5 19.2 6.7 383.69 25.8 411.3 0
2079 6 21.7 9.2 448.56 87.2 410.88 0
2079 7 26.1 14.1 554.53 44.2 408.9 0
2079 8 23.9 13 414.98 140.9 407.1 0
2079 9 17.8 6.9 299.58 68.6 405.59 0
2079 10 9 1.3 212.3 92.2 405.99 0
2079 11 5 -2.4 120.58 106 408.12 0
2079 12 -4.8 -14.7 89.84 42.6 409.23 0
2080 1 -6.6 -17.4 119.75 61.8 408.05 0
2080 2 -4.6 -13.7 178.9 78.2 408.34 0
2080 3 1.6 -7.6 330.12 25.2 409.25 0
2080 4 9.3 0.6 382.24 125 410.3 0
2080 5 17.6 6 389.12 74.4 411.3 0
2080 6 23.3 13.4 490.9 58.8 410.88 0
2080 7 24.3 15 508.63 137.8 408.9 0
2080 8 25 14.1 449.69 83.8 407.1 0
2080 9 20 9.9 277.86 88.8 405.59 0
2080 10 11.7 2.9 157.07 92.2 405.99 0
2080 11 2.9 -4.4 100.93 148.2 408.12 0
2080 12 0.1 -5 80.28 89.8 409.23 0
2081 1 -6.3 -18.3 145.59 118.1 408.05 0
2081 2 -5.8 -18.1 178 64.8 408.34 0
2081 3 -1.3 -11 328.23 156 409.25 0
2081 4 6.8 -1.8 388.12 141.5 410.3 0
2081 5 12.8 3.6 445.87 175.8 411.3 0
2081 6 22.4 11.1 498.62 102.1 410.88 0
2081 7 24.1 13.4 420.71 124 408.9 0
2081 8 23.9 11.2 444.53 60.7 407.1 0
2081 9 16.9 6 349.94 96.5 405.59 0
2081 10 8.7 -0.7 174.43 80.5 405.99 0
2081 11 2.6 -5 130.18 100.3 408.12 0
2081 12 -2.1 -10.8 98.89 125.2 409.23 0
2082 1 -5.6 -12.9 126.38 150.8 408.05 0
2082 2 -10.1 -19.3 204.7 40.1 408.34 0
2082 3 5.9 -3 299.46 72.3 409.25 0
2082 4 11.8 2.3 363.04 77.5 410.3 0
2082 5 19.4 9.1 449.87 96.1 411.3 0
2082 6 24.2 13 518.89 42.9 410.88 0
2082 7 27.9 16.4 570.51 55.2 408.9 0
2082 8 23 13.5 443.61 134.7 407.1 0
2082 9 19.5 9 318.57 132.1 405.59 0
2082 10 11.9 4.4 181.71 70.3 405.99 0
2082 11 7.5 -0.3 135.31 107.4 408.12 0
2082 12 -1.1 -9.9 86.11 89.5 409.23 0
2083 1 -8.8 -20.9 145.56 46 408.05 0
2083 2 -2.9 -15.7 221.06 42.2 408.34 0
2083 3 1.8 -9.7 367.13 77.2 409.25 0
2083 4 8.6 0.9 398.66 132.6 410.3 0
2083 5 16.9 5.6 487.22 66 411.3 0
2083 6 22.7 10.9 392.4 93.5 410.88 0
2083 7 24.9 14.8 497.05 135.1 408.9 0
2083 8 24.4 14.1 437.54 127.3 407.1 0
2083 9 23.1 12.1 345.15 77 405.59 0
2083 10 14.9 3.2 221.82 70.9 405.99 0
2083 11 5.9 -1.1 130.1 73.9 408.12 0
2083 12 -1.9 -8.7 67.1 72.6 409.23 0
2084 1 -6.5 -17.2 110.19 70 408.05 0
2084 2 -4.5 -16.7 174.25 48.6 408.34 0
2084 3 -0.4 -11.6 315.2 72.5 409.25 0
2084 4 9.5 -0.6 380.78 46.3 410.3 0
2084 5 19.6 5.5 418.14 61.9 411.3 0
2084 6 23.8 11.7 465.7 45.2 410.88 0
2084 7 23.4 11.7 523.52 144.9 408.9 0
2084 8 22.8 12.8 465.78 92 407.1 0
2084 9 19.7 9 353.39 114.8 405.59 0
2084 10 10.2 1.2 201.29 84.4 405.99 0
2084 11 4.3 -2.6 116.69 93 408.12 0
2084 12 -1.1 -8.8 89.61 29 409.23 0
2085 1 -6.6 -17.4 126.11 61.8 408.05 0
2085 2 -4.6 -13.7 203.43 78.2 408.34 0
2085 3 1.6 -7.6 334.9 25.2 409.25 0
2085 4 9.3 0.6 439.63 125 410.3 0
2085 5 17.6 6 514.57 74.4 411.3 0
2085 6 23.3 13.4 447.16 58.8 410.88 0
2085 7 24.3 15 469.89 137.8 408.9 0
2085 8 25 14.1 434.45 83.8 407.1 0
2085 9 20 9.9 311.62 88.8 405.59 0
2085 10 11.7 2.9 205.57 92.2 405.99 0
2085 11 2.9 -4.4 109.16 148.2 408.12 0
2085 12 0.1 -5 95.19 89.8 409.23 0
2086 1 -5.1 -14.8 124.28 63.8 408.05 0
2086 2 -7 -20.5 182.24 96.5 408.34 0
2086 3 2 -10.8 342.3 68.3 409.25 0
2086 4 9.6 -0.9 430.22 87.4 410.3 0
2086 5 17.4 4.4 371.9 86.4 411.3 0
2086 6 24.4 11.6 550.92 67.3 410.88 0
2086 7 25.8 15.4 511.8 118.4 408.9 0
2086 8 21.1 11.2 434.96 195.8 407.1 0
2086 9 17.6 5.4 271.48 152.1 405.59 0
2086 10 16.1 5.2 238.92 37.1 405.99 0
2086 11 7.2 -0.4 116.58 175.5 408.12 0
2086 12 -9.1 -16.4 100.6 54.9 409.23 0
2087 1 -13.3 -24.4 149.48 76.5 408.05 0
2087 2 -7.7 -19 225.44 52.5 408.34 0
2087 3 1 -9.2 322.93 35 409.25 0
2087 4 9.1 -0.8 363.61 110.5 410.3 0
2087 5 17.8 5.1 442.75 105.6 411.3 0
2087 6 24.3 13.1 535.76 167 410.88 0
2087 7 25.7 15.3 471.18 139 408.9 0
2087 8 22.9 11.9 409.29 84.2 407.1 0
2087 9 19 8.5 332.54 59.8 405.59 0
2087 10 14.3 3.2 210.47 17.8 405.99 0
2087 11 7.9 -1.5 103.89 74.4 408.12 0
2087 12 -1 -9.3 89.16 41.3 409.23 0
2088 1 -6.5 -17.2 130.01 70 408.05 0
2088 2 -4.5 -16.7 181.89 48.6 408.34 0
2088 3 -0.4 -11.6 323.34 72.5 409.25 0
2088 4 9.5 -0.6 349.77 46.3 410.3 0
2088 5 19.6 5.5 383.69 61.9 411.3 0
2088 6 23.8 11.7 448.56 45.2 410.88 0
2088 7 23.4 11.7 554.53 144.9 408.9 0
2088 8 22.8 12.8 414.98 92 407.1 0
2088 9 19.7 9 299.58 114.8 405.59 0
2088 10 10.2 1.2 212.3 84.4 405.99 0
2088 11 4.3 -2.6 120.58 93 408.12 0
2088 12 -1.1 -8.8 89.84 29 409.23 0
2089 1 -5.3 -15.4 149.48 89.4 408.05 0
2089 2 -8.4 -23.3 225.44 38 408.34 0
2089 3 1 -11.6 322.93 68.2 409.25 0
2089 4 9.8 0.5 363.61 122.2 410.3 0
2089 5 18.8 7.1 442.75 106 411.3 0
2089 6 23.2 12 535.76 97.1 410.88 0
2089 7 26.8 15 471.18 66.4 408.9 0
2089 8 26 14.1 409.29 103.5 407.1 0
2089 9 18.8 7.8 332.54 126 405.59 0
2089 10 9.9 1.1 210.47 148.6 405.99 0
2089 11 4.3 -3.9 103.89 105 408.12 0
2089 12 -2.7 -11 89.16 52 409.23 0
2090 1 -7.8 -16.7 113.38 143.4 408.05 0
2090 2 -6.7 -18.4 188.01 22.8 408.34 0
2090 3 -0.5 -10.7 326.08 70.5 409.25 0
2090 4 7.6 -2.4 367.96 62.3 410.3 0
2090 5 21.6 6.8 500.2 30.5 411.3 0
2090 6 23.1 11.7 443.07 73.2 410.88 0
2090 7 26.2 13.7 508.13 47.2 408.9 0
2090 8 24.1 12.3 423.21 134.9 407.1 0
2090 9 17.4 5 257.58 54.5 405.59 0
2090 10 11.8 2 183.91 85.5 405.99 0
2090 11 4.8 -7 112.16 91.3 408.12 0
2090 12 -3.9 -14.2 84.83 109.2 409.23 0
2091 1 -5.2 -14.7 125.13 29.2 408.05 0
2091 2 -5.7 -17.1 188.21 17.9 408.34 0
2091 3 1.9 -10.7 281.74 44.9 409.25 0
2091 4 11.4 0.2 428.12 91.1 410.3 0
2091 5 19.4 4.2 487.69 67.1 411.3 0
2091 6 21.2 8.9 442.38 67.7 410.88 0
2091 7 24.1 12.3 532.67 114 408.9 0
2091 8 24.5 11.9 464.98 96.1 407.1 0
2091 9 17 4.9 341.08 157.4 405.59 0
2091 10 9.8 -1 216.8 92.2 405.99 0
2091 11 2.4 -5.5 110.81 86.9 408.12 0
2091 12 -7.8 -20 96.6 80 409.23 0
2092 1 -7.2 -16.9 138.44 112.6 408.05 0
2092 2 -2.9 -14.4 219.22 71.8 408.34 0
2092 3 5 -4.9 319.19 64.2 409.25 0
2092 4 8 -1.2 362.99 131.2 410.3 0
2092 5 16.4 5 430.4 122.2 411.3 0
2092 6 20.9 9.9 458.2 96.9 410.88 0
2092 7 23.8 12.6 518.08 60.6 408.9 0
2092 8 23.3 12.5 395.15 135.1 407.1 0
2092 9 17.2 7.4 294.76 105 405.59 0
2092 10 11.4 2.7 202.35 67.8 405.99 0
2092 11 4.5 -1.3 96.37 61.6 408.12 0
2092 12 -6.4 -15 108.25 158.2 409.23 0
2093 1 -6.5 -17.2 119.75 70 408.05 0
2093 2 -4.5 -16.7 178.9 48.6 408.34 0
2093 3 -0.4 -11.6 330.12 72.5 409.25 0
2093 4 9.5 -0.6 382.24 46.3 410.3 0
2093 5 19.6 5.5 389.12 61.9 411.3 0
2093 6 23.8 11.7 490.9 45.2 410.88 0
2093 7 23.4 11.7 508.63 144.9 408.9 0
2093 8 22.8 12.8 449.69 92 407.1 0
2093 9 19.7 9 277.86 114.8 405.59 0
2093 10 10.2 1.2 157.07 84.4 405.99 0
2093 11 4.3 -2.6 100.93 93 408.12 0
2093 12 -1.1 -8.8 80.28 29 409.23 0
2094 1 -9.3 -18.2 138.44 55.4 408.05 0
2094 2 -3.6 -12.6 219.22 114.8 408.34 0
2094 3 -0.1 -8.5 319.19 99.3 409.25 0
2094 4 7.4 -1.2 362.99 41.1 410.3 0
2094 5 18.5 7.8 430.4 60.7 411.3 0
2094 6 24.7 11.9 458.2 71.1 410.88 0
2094 7 25.7 15.1 518.08 83.6 408.9 0
2094 8 23.8 13.5 395.15 161.8 407.1 0
2094 9 21.3 12.1 294.76 152.4 405.59 0
2094 10 16.1 6.2 202.35 51.1 405.99 0
2094 11 3.2 -3.9 96.37 76.5 408.12 0
2094 12 -2.7 -12.1 108.25 97.3 409.23 0
2095 1 -4.7 -15.4 148.55 68.5 408.05 0
2095 2 -1 -11.3 211.28 23 408.34 0
2095 3 1.5 -7.6 291.74 64 409.25 0
2095 4 12.5 0.9 358.89 52.5 410.3 0
2095 5 22.5 9.6 462.74 62.7 411.3 0
2095 6 23.8 12.5 547.01 82 410.88 0
2095 7 25.1 14.1 486.57 128.4 408.9 0
2095 8 25 13.1 419.92 78.8 407.1 0
2095 9 20.2 9.1 335.29 43.8 405.59 0
2095 10 12.8 4 193.95 60.7 405.99 0
2095 11 5.1 -0.7 108.44 49.6 408.12 0
2095 12 -0.1 -8.1 94.82 67 409.23 0
2096 1 -5.5 -15.1 122.94 104.2 408.05 0
2096 2 -0.6 -10.6 187.47 44.5 408.34 0
2096 3 3.1 -5.4 338.1 62.5 409.25 0
2096 4 10.6 0.8 467.33 29.2 410.3 0
2096 5 22.2 10 479.08 55.5 411.3 0
2096 6 25.9 15.7 501.68 230 410.88 0
2096 7 27 17.3 493.6 81.3 408.9 0
2096 8 24.5 14.6 483.06 71.3 407.1 0
2096 9 22.4 13.3 371.01 153.9 405.59 0
2096 10 11.9 3.1 184.32 116.3 405.99 0
2096 11 7.6 0.9 109.07 87.3 408.12 0
2096 12 -0.7 -7 81.54 61.6 409.23 0
2097 1 -5.4 -15.8 138.44 88.6 408.05 0
2097 2 -6.2 -18 219.22 80 408.34 0
2097 3 3.3 -5.1 319.19 91.4 409.25 0
2097 4 8.3 -0.7 362.99 91.2 410.3 0
2097 5 14.6 5.5 430.4 190.5 411.3 0
2097 6 23.6 12.5 458.2 64.8 410.88 0
2097 7 25.6 14.3 518.08 80.3 408.9 0
2097 8 24.7 14.7 395.15 226.3 407.1 0
2097 9 16.8 7.2 294.76 173 405.59 0
2097 10 12.2 2.8 202.35 144.5 405.99 0
2097 11 1.7 -3.3 96.37 104.6 408.12 0
2097 12 -2.7 -10.6 108.25 192.8 409.23 0
2098 1 -7.6 -19.7 136.98 110 408.05 0
2098 2 -1.7 -12.4 190.02 110 408.34 0
2098 3 1.7 -8.1 360.2 145.8 409.25 0
2098 4 11.3 0.7 331.73 61.5 410.3 0
2098 5 16.7 5.9 514.53 138.9 411.3 0
2098 6 24 13 432.55 111.8 410.88 0
2098 7 23.1 13.3 438.73 157 408.9 0
2098 8 22.7 12.6 451.94 124.2 407.1 0
2098 9 16.6 7.8 265.81 127.5 405.59 0
2098 10 9.7 0.6 187.44 118.6 405.99 0
2098 11 1 -4.8 107.11 90.7 408.12 0
2098 12 -6.4 -16.6 71.09 79.2 409.23 0
2099 1 -8.3 -19.5 125.13 72 408.05 0
2099 2 -3 -14.6 188.21 53.8 408.34 0
2099 3 2.4 -6.7 281.74 87.3 409.25 0
2099 4 10.4 0.3 428.12 100.4 410.3 0
2099 5 19.7 7 487.69 112 411.3 0
2099 6 24.5 11.3 442.38 34.6 410.88 0
2099 7 25.7 12.7 532.67 87.6 408.9 0
2099 8 24.6 13.6 464.98 151 407.1 0
2099 9 17.1 5.7 341.08 56.6 405.59 0
2099 10 12.3 3.1 216.8 120.4 405.99 0
2099 11 4.8 -3.3 110.81 34 408.12 0
2099 12 -5.1 -14.6 96.6 72.3 409.23 0
2100 1 -7.6 -19.7 126.38 110 408.05 0
2100 2 -1.7 -12.4 204.7 110 408.34 0
2100 3 1.7 -8.1 299.46 145.8 409.25 0
2100 4 11.3 0.7 363.04 61.5 410.3 0
2100 5 16.7 5.9 449.87 138.9 411.3 0
2100 6 24 13 518.89 111.8 410.88 0
2100 7 23.1 13.3 570.51 157 408.9 0
